시군구명,행정동명,예측_폐업률,위험등급,리스크_이유,집객시설_수,카페밀도지수,유동인구수,유사업종비율,위도,경도
강남구,개포1동,2.90625,안전,집객 시설 인프라 부족,5.0,0.3333333333333333,24780.766674242426,0.5,37.482734989746206,127.05762967583851
강남구,개포2동,2.98375,안전,"유사 업종 경쟁 치열, 집객 시설 인프라 부족",42.0,0.7906976744186046,30702.559874924245,1.9710144927536233,37.486478564708385,127.0659479935652
강남구,개포4동,4.48875,안전,"수요 대비 과포화, 배후 유동인구 부족, 집객 시설 인프라 부족",56.4,0.9233449477351917,15697.941341969698,1.3503184713375795,37.477060708113356,127.04901320719577
강남구,논현1동,4.4375,안전,"카페 밀도 매우 높음, 수요 대비 과포화 심함",67.25,2.7545787545787546,39520.33185492425,1.2789115646258504,37.51091707471466,127.02582660007563
강남구,논현2동,3.74875,안전,"카페 밀도 높음, 수요 대비 과포화 심함",89.2,2.4168514412416853,45490.748467424244,1.3132530120481927,37.51522987589217,127.03613017318244
강남구,대치1동,6.15125,주의,유사 업종 경쟁 치열,81.66666666666667,0.375,40616.79588590909,2.48,37.49476242168618,127.05955865384928
강남구,대치2동,3.38,안전,"카페 밀도 높음, 유사 업종 경쟁 치열, 집객 시설 인프라 부족",52.0,2.4339622641509435,52052.00986075758,1.4659090909090908,37.50410027964365,127.06190502021687
강남구,대치4동,4.3825,안전,"카페 밀도 높음, 수요 대비 과포화",96.5,1.435897435897436,40616.79588590909,1.4035087719298245,37.501738913137345,127.05400138013098
강남구,도곡1동,3.3825,안전,"카페 밀도 높음, 집객 시설 인프라 부족",45.666666666666664,1.2428571428571429,44840.331834242425,1.3647058823529412,37.48797422456415,127.03744286977742
강남구,도곡2동,3.483125,안전,"카페 밀도 매우 높음, 유사 업종 경쟁 치열, 집객 시설 인프라 부족",19.0,3.9,27355.08761424242,1.5678391959798994,37.485970841489824,127.04692404109882
강남구,삼성1동,2.09125,안전,"카페 밀도 매우 높음, 수요 대비 과포화, 유사 업종 경쟁 치열, 집객 시설 인프라 부족",52.0,3.0,41121.114125,1.4688221709006928,37.51170244781688,127.0591443902226
강남구,삼성2동,4.20375,안전,"카페 밀도 매우 높음, 수요 대비 과포화, 집객 시설 인프라 부족",39.333333333333336,3.371900826446281,38455.17260363636,1.2197309417040358,37.51013024774212,127.0498083327125
강남구,세곡동,2.35125,안전,"카페 밀도 높음, 집객 시설 인프라 부족",31.6,1.656441717791411,46380.67254810606,1.375796178343949,37.470540120386026,127.10394039555929
강남구,신사동,4.8525,안전,"카페 밀도 매우 높음, 수요 대비 과포화 심함, 유사 업종 경쟁 치열, 집객 시설 인프라 부족",43.5,4.359550561797753,33057.85512030303,1.7839080459770116,37.52156062840779,127.02381474539446
강남구,압구정동,4.045,안전,"카페 밀도 매우 높음, 수요 대비 과포화 심함",62.5,2.9763779527559056,39967.34815431818,1.237315875613748,37.52580489724463,127.03433386367486
강남구,역삼1동,3.505,안전,"카페 밀도 매우 높음, 수요 대비 과포화 심함",66.42857142857143,7.622881355932203,98667.8944280303,1.3154190658989124,37.49987883009461,127.03500040540516
강남구,역삼2동,4.27125,안전,카페 밀도 높음,79.5,1.7267080745341614,53114.366328106065,1.3206650831353919,37.49953102974043,127.04426650315197
강남구,일원1동,3.53,안전,배후 유동인구 부족,89.0,0.3888888888888889,13806.403668939392,1.3333333333333333,37.491721755614805,127.08406087017642
강남구,청담동,3.27625,안전,"카페 밀도 높음, 수요 대비 과포화, 집객 시설 인프라 부족",52.333333333333336,2.49375,40957.28173098485,1.1692307692307693,37.52279332317109,127.04709696994695
강동구,강일동,5.38,주의,집객 시설 인프라 부족,53.0,0.46296296296296297,49255.47973212121,1.3157894736842106,37.56766500755356,127.17432180922752
강동구,고덕1동,5.185,주의,집객 시설 인프라 부족,44.0,0.5555555555555556,23577.06211431818,1.4492753623188406,37.55948472726146,127.15194370463288
강동구,고덕2동,4.73,안전,"카페 밀도 높음, 유사 업종 경쟁 치열, 집객 시설 인프라 부족",32.5,1.791044776119403,22300.784034848482,1.5384615384615385,37.56076566685046,127.16453166518743
강동구,길동,4.76125,안전,유사 업종 경쟁 치열,101.83333333333333,0.9432739059967585,60648.70691795454,1.7244444444444444,37.53834209600908,127.1417665833316
강동구,둔촌1동,3.59875,안전,유사 업종 경쟁 치열,69.8,0.22598870056497175,25948.59905659091,2.909090909090909,37.52625776841403,127.13843810981697
강동구,둔촌2동,2.5025,안전,상권 경쟁 강도 높음,69.8,0.7627118644067797,25948.59905659091,1.0909090909090908,37.531574024069684,127.14280026430697
강동구,명일1동,4.99,안전,"수요 대비 과포화, 유사 업종 경쟁 치열",132.0,0.5714285714285714,23835.604689848486,1.5124378109452736,37.549939915606366,127.14496680828985
강동구,명일2동,4.27375,안전,"카페 밀도 높음, 배후 유동인구 부족, 유사 업종 경쟁 치열, 집객 시설 인프라 부족",31.0,1.40625,15404.421544696968,1.9565217391304348,37.55178140404171,127.15444004479824
강동구,성내1동,3.10375,안전,"카페 밀도 높음, 수요 대비 과포화, 유사 업종 경쟁 치열, 집객 시설 인프라 부족",57.333333333333336,1.697142857142857,22293.17633318182,1.523076923076923,37.52896378205125,127.12479523209916
강동구,성내2동,5.3825,주의,상권 경쟁 강도 높음,175.0,0.39204545454545453,24300.192277651513,1.1548117154811715,37.534739093448096,127.12745682413993
강동구,성내3동,4.9075,안전,상권 경쟁 강도 높음,99.0,0.8,28142.023334848487,1.1307420494699647,37.52797455380752,127.13428603409378
강동구,암사1동,5.10125,주의,상권 경쟁 강도 높음,82.66666666666667,0.549800796812749,28663.173469469697,1.0760233918128654,37.551470831966775,127.13254328431289
강동구,암사2동,5.97375,주의,"배후 유동인구 부족, 집객 시설 인프라 부족",34.0,0.8571428571428571,13894.244540075757,1.2371134020618557,37.551459782337545,127.12683438280577
강동구,암사3동,5.91125,주의,유사 업종 경쟁 치열,63.2,0.3426791277258567,28663.173469469697,1.7959183673469388,37.55550921165628,127.13699952833554
강동구,천호1동,5.91375,주의,상권 경쟁 강도 높음,74.75,0.43564356435643564,30166.46075257576,1.1282051282051282,37.54631505122212,127.13888065720583
강동구,천호2동,4.74875,안전,유사 업종 경쟁 치열,101.4,1.005859375,44990.38207068182,1.4661921708185053,37.54249015241772,127.12635550996923
강동구,천호3동,6.1575,주의,상권 경쟁 강도 높음,77.66666666666667,0.635593220338983,27794.29883106061,1.408450704225352,37.538961059650966,127.13182139455206
강북구,미아동,3.73875,안전,상권 경쟁 강도 높음,142.0,0.32167832167832167,21334.570530757577,1.2348993288590604,37.62827170737331,127.02509242911192
강북구,삼각산동,5.5225,주의,유사 업종 경쟁 치열,75.0,0.3684210526315789,19390.676973636364,1.5774647887323943,37.61830315516896,127.01775669454464
강북구,삼양동,4.32375,안전,유사 업종 경쟁 치열,86.5,0.30857142857142855,21029.108426212122,1.8305084745762712,37.623169199246746,127.01743335739184
강북구,송중동,5.82,주의,유사 업종 경쟁 치열,114.0,0.6086956521739131,31264.830199848482,1.6091954022988506,37.61592871373469,127.03148401916435
강북구,송천동,6.96625,위험,상권 경쟁 강도 높음,89.2,0.45454545454545453,23649.109285000002,1.1310344827586207,37.618206259079074,127.02567375221562
강북구,우이동,4.24875,안전,"카페 밀도 높음, 수요 대비 과포화, 배후 유동인구 부족, 집객 시설 인프라 부족",51.0,1.2884615384615385,16968.71936310606,1.3958333333333333,37.65330310086113,127.01155167918853
강북구,인수동,4.0,안전,집객 시설 인프라 부족,57.857142857142854,0.9344660194174758,26028.058839999998,0.9691629955947136,37.638967194986925,127.01487418088611
강서구,가양1동,3.539375,안전,"카페 밀도 매우 높음, 수요 대비 과포화 심함",72.0,3.9726027397260273,44312.65878795455,1.3959085439229844,37.56382213728344,126.83281612007897
강서구,가양2동,5.75125,주의,유사 업종 경쟁 치열,60.333333333333336,0.21195652173913043,44312.65878795455,4.333333333333333,37.563572653472264,126.85283094854405
강서구,가양3동,11.065,위험,"배후 유동인구 부족, 집객 시설 인프라 부족",37.0,0.23684210526315788,11764.33138439394,1.2857142857142858,37.56014148588413,126.86059973134593
강서구,공항동,7.0,위험,상권 경쟁 강도 높음,66.8,0.8702064896755163,36970.09372227273,1.4131736526946108,37.558659998891706,126.81402713626042
강서구,등촌1동,4.90875,안전,수요 대비 과포화,78.0,1.0379746835443038,18687.482610151517,1.4577777777777778,37.55633914111806,126.8591344376245
강서구,등촌2동,4.23625,안전,"배후 유동인구 부족, 유사 업종 경쟁 치열, 집객 시설 인프라 부족",44.0,0.5777777777777777,15439.600303257575,1.6507936507936507,37.54601854182861,126.86204416653246
강서구,등촌3동,7.90875,위험,유사 업종 경쟁 치열,96.66666666666667,0.8498293515358362,35186.19926878788,2.088050314465409,37.56160392228942,126.84498703578102
강서구,발산1동,4.5875,안전,"카페 밀도 높음, 수요 대비 과포화 심함, 유사 업종 경쟁 치열",77.0,1.9615384615384615,30750.953444545456,1.6495956873315365,37.55586315303137,126.82964439230071
